dtstart,dtend,dtstamp,organizer,uid,attendee,created,description,last-modified,location,sequence,status,summary,transp
"2022-02-25T20:30:00Z","2022-02-25T21:30:00Z","2023-11-14T20:34:34Z","","2jgn3grqpvo46atielv9m0oetq@google.com","","2022-02-25T16:14:42Z","","2022-02-25T16:14:42Z","","0","CONFIRMED","Employee Health PPE Check-in","OPAQUE"
"2022-07-13","2022-07-14","2023-11-14T20:34:34Z","","4qqt7kmaspv606eh8n5tpuidrl@google.com","","2022-02-27T19:22:03Z","","2022-02-27T19:22:03Z","","0","CONFIRMED","Ash&#39;s Birthday","TRANSPARENT"
"2022-03-04T18:00:00Z","2022-03-04T19:00:00Z","2023-11-14T20:34:34Z","","0ahmiivaia27mmrr81p3j77bb3@google.com","","2022-03-01T22:50:05Z","","2022-03-01T22:50:05Z","","0","CONFIRMED","Cuny Career Connect Summer Interview","OPAQUE"
"2022-02-21T15:00:00","2022-02-21T18:00:00","2023-11-14T20:34:34Z","","1te6i8c3td5d4l4fvrjrmr65gp@google.com","","2022-02-14T16:47:57Z","","2022-03-07T22:27:51Z","Faculty Lounge; 8th Floor of Hunter West","0","CONFIRMED","German Tutoring Block","OPAQUE"
"2022-02-21T16:15:00","2022-02-21T17:15:00","2023-11-14T20:34:34Z","","0rvnbuidakjtaj2e6l4cktufsl@google.com","","2022-02-14T16:58:33Z","","2022-03-08T16:42:00Z","","0","CONFIRMED","Prof Maryash Office Hours","OPAQUE"
"2022-04-01T17:45:00Z","2022-04-01T18:45:00Z","2023-11-14T20:34:34Z","","nf0714g9a6qsrkdfgtdo2v5nsk@google.com","","2022-03-14T19:01:37Z","Recruit Email Account is inviting you to a scheduled Zoom meeting.\n\nJoin Zoom Meeting\nhttps://jjay-cuny.zoom.us/w/85382926522?tk=NZ-uOd7wt-0mX3CCcD3Q645MJPdS6Ko4KY-KtJlrWno.DQMAAAAT4TgQuhZiU1ZpOW1IMVJOV2UtaUlYb3JRYWF3AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&pwd=WnF5WE8zUDFGaUZVMzJCOGpmT3IxQT09\n\nMeeting ID: 853 8292 6522\nPasscode: 240651\nOne tap mobile\n+19292056099,,85382926522#,,,,*240651# US (New York)\n+13017158592,,85382926522#,,,,*240651# US (Washington DC)\n\nDial by your location\n        +1 929 205 6099 US (New York)\n        +1 301 715 8592 US (Washington DC)\n        +1 312 626 6799 US (Chicago)\n        +1 669 900 6833 US (San Jose)\n        +1 253 215 8782 US (Tacoma)\n        +1 346 248 7799 US (Houston)\nMeeting ID: 853 8292 6522\nPasscode: 240651\nFind your local number: https://jjay-cuny.zoom.us/u/kcBiDBcKZg\n\nJoin by SIP\n85382926522@zoomcrc.com\n\nJoin by H.323\n162.255.37.11 (US West)\n162.255.36.11 (US East)\n115.114.131.7 (India Mumbai)\n115.114.115.7 (India Hyderabad)\n213.19.144.110 (Amsterdam Netherlands)\n213.244.140.110 (Germany)\n103.122.166.55 (Australia Sydney)\n103.122.167.55 (Australia Melbourne)\n149.137.40.110 (Singapore)\n64.211.144.160 (Brazil)\n149.137.68.253 (Mexico)\n69.174.57.160 (Canada Toronto)\n65.39.152.160 (Canada Vancouver)\n207.226.132.110 (Japan Tokyo)\n149.137.24.110 (Japan Osaka)\nMeeting ID: 853 8292 6522\nPasscode: 240651\n\n","2022-03-14T19:01:37Z","https://jjay-cuny.zoom.us/w/85382926522?tk=NZ-uOd7wt-0mX3CCcD3Q645MJPdS6Ko4KY-KtJlrWno.DQMAAAAT4TgQuhZiU1ZpOW1IMVJOV2UtaUlYb3JRYWF3AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&pwd=WnF5WE8zUDFGaUZVMzJCOGpmT3IxQT09","0","CONFIRMED","Career Chats: Behavioral Analyst Unit of the FBI","OPAQUE"
"2022-03-16T17:00:00Z","2022-03-16T18:00:00Z","2023-11-14T20:34:34Z","","76ltr5jfs12ha9dtsj7mca6kt6@google.com","","2022-03-16T15:55:41Z","","2022-03-16T16:49:47Z","","3","CONFIRMED","Calc2 Tutoring","OPAQUE"
"2022-03-23T16:15:00Z","2022-03-23T16:30:00Z","2023-11-14T20:34:34Z","","0ncml8if8qdiv6t7cdaas6hpoa@google.com","","2022-03-23T14:41:44Z","https://huntercollege.zoom.us/j/82441584840?pwd=aEhTODFYTjJGckc5aE9ReW5ZU1ZWdz09","2022-03-23T14:41:44Z","","0","CONFIRMED","Financial Aid","OPAQUE"
"2022-04-27T11:30:00Z","2022-04-27T12:30:00Z","2023-11-14T20:34:34Z","","3029mp1tdgp2jp5a6o4phbaef7@google.com","","2022-03-28T17:28:13Z","Remember:\nBank Statement \nState ID \nPassport\nSocial Security Card\nApplication for Permit (filled and printed, bring spare incase)\n~ 130$","2022-03-28T17:32:41Z","1350 Commerce Ave, Bronx, NY 10461, USA","1","CONFIRMED","DMV Test","OPAQUE"
"2022-04-16T10:00:00Z","2022-04-16T11:30:00Z","2023-11-14T20:34:34Z","","15oi26g89n0clfbhrfslvboifh@google.com","","2022-03-28T20:39:00Z","","2022-03-28T20:39:00Z","","0","CONFIRMED","Mendez's Flight","OPAQUE"
"2022-05-18","2022-05-19","2023-11-14T20:34:34Z","","7leq7dbmkn81j8md1ron360k9s@google.com","","2022-04-01T15:26:46Z","","2022-04-01T15:26:46Z","","0","CONFIRMED","CSCI 160 - Final Exam","TRANSPARENT"
"2022-04-04T18:00:00Z","2022-04-04T19:00:00Z","2023-11-14T20:34:34Z","","2006su3cnknl1duv0s88lpthbn@google.com","","2022-04-01T17:42:49Z","Check in at the front desk at 1119 East","2022-04-01T17:42:49Z","","0","CONFIRMED","Academic Planning with Joseline","OPAQUE"
"2022-04-06T20:30:00Z","2022-04-06T21:30:00Z","2023-11-14T20:34:34Z","","6lp5nb00oqafg93grchbrhnq3i@google.com","","2022-04-04T19:13:12Z","Office is North 1000-E","2022-04-04T19:13:12Z","","0","CONFIRMED","Program advising Eric Schweitzer","OPAQUE"
"2022-04-08T19:00:00Z","2022-04-08T19:45:00Z","2023-11-14T20:34:34Z","","5rjlkev37jkf4f517dmkr9pdim@google.com","","2022-04-08T14:02:28Z","","2022-04-08T14:02:28Z","","0","CONFIRMED","Calc2 Tutoring Block","OPAQUE"
"2022-04-08T17:00:00Z","2022-04-08T18:00:00Z","2023-11-14T20:34:34Z","","21p6j8rtsp7035n7hikv2dl1tt@google.com","","2022-04-08T14:03:04Z","","2022-04-08T14:03:04Z","","0","CONFIRMED","Appt WX","OPAQUE"
"2022-04-20T23:30:00Z","2022-04-21T00:30:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tspcg4nf9lbvsl891d96k16rtodhe54tgfei3pns7mmiludmoscn0","mailto:csanchezgina@gmail.com","2022-04-20T21:27:41Z","The Honey Well\n3604 Broadway, New York, NY 10031","2022-04-20T21:27:41Z","3604 Broadway, New York, NY 10031","0","CONFIRMED","Reservation at The Honey Well","TRANSPARENT"
"2022-04-29T18:00:00Z","2022-04-29T19:00:00Z","2023-11-14T20:34:34Z","","7o9l8qi8nb55dc5sgmn41i69b8@google.com","","2022-04-25T15:42:56Z","","2022-04-25T15:42:56Z","828 E 149th St, Bronx, NY 10455, USA","0","CONFIRMED","Appt with John Fadel","OPAQUE"
"2022-05-20T20:00:00Z","2022-05-20T21:00:00Z","2023-11-14T20:34:34Z","","28a0ahfbukt9cd9ml1odj374n3@google.com","","2022-05-20T15:18:30Z","","2022-05-20T15:18:30Z","","0","CONFIRMED","Appt","OPAQUE"
"2022-01-31T09:45:00","2022-01-31T11:00:00","2023-11-14T20:34:34Z","","5pp1fbh11runjcenjea18322kv@google.com","","2021-11-20T07:40:26Z","","2022-05-20T15:21:04Z","","1","CONFIRMED","GERMN 201 - Intermediate German I","OPAQUE"
"2022-02-22T11:00:00","2022-02-22T12:15:00","2023-11-14T20:34:34Z","","5mqk9jte3fmirvjgc8d742v3hp@google.com","","2022-02-14T16:57:09Z","","2022-05-20T15:21:09Z","","0","CONFIRMED","CSCI 160 Tutoring Block","OPAQUE"
"2022-02-21T14:00:00","2022-02-21T16:00:00","2023-11-14T20:34:34Z","","7svuuuic6nivlhdi7mv5t3mm2s@google.com","","2022-02-14T16:51:16Z","","2022-05-20T15:21:16Z","","0","CONFIRMED","Prof Kuhn-Osius Office Hours","OPAQUE"
"2022-02-08T09:10:00","2022-02-08T11:00:00","2023-11-14T20:34:34Z","","t38q72di77cuf3gqrmg1drsnf2@google.com","","2021-11-20T07:41:58Z","","2022-05-20T15:21:21Z","","5","CONFIRMED","MATH 155 - Calculus 2","OPAQUE"
"2022-02-22T12:00:00","2022-02-22T15:00:00","2023-11-14T20:34:34Z","","7i6lf7a59ele0vfktthuqt5i75@google.com","","2022-02-14T16:48:50Z","","2022-05-20T15:21:25Z","602B Hunter East - Inside the Library","1","CONFIRMED","German Tutoring Block","OPAQUE"
"2022-03-08T16:00:00","2022-03-08T17:00:00","2023-11-14T20:34:34Z","","4qqot6d67lvdncgtnnjh4vufaa@google.com","","2022-03-08T16:41:34Z","","2022-05-20T15:21:30Z","","2","CONFIRMED","Calc 2 Group Tutoring","OPAQUE"
"2022-03-14T20:00:00","2022-03-14T21:00:00","2023-11-14T20:34:34Z","","0mg0ae0njbhdumnipsq48bof4v@google.com","","2022-03-08T18:51:19Z","<a href=https://us02web.zoom.us/j/4623000076?pwd=RWxkeHNKY0pUUEY3VVRXUVY4TS85QT09 id=ow1168 __is_owner=true><u>https://us02web.zoom.us/j/4623000076?pwd=RWxkeHNKY0pUUEY3VVRXUVY4TS85QT09</u></a>","2022-05-20T15:21:36Z","","0","CONFIRMED","Sayuri Beaumont: German Tutoring Available","OPAQUE"
"2022-01-31T17:35:00","2022-01-31T18:50:00","2023-11-14T20:34:34Z","","38sjbovaroosllajfr5sdao3ik@google.com","","2021-11-20T07:30:37Z","<table><tbody><tr><td><br>Gennadiy Maryash</td><td></td></tr></tbody></table>","2022-05-20T15:21:41Z","","3","CONFIRMED","CSCI 160 - Computer Architecture 1","OPAQUE"
"2022-02-01T19:00:00","2022-02-01T20:15:00","2023-11-14T20:34:34Z","","5khm63f44cghbf05l74k44m1vn@google.com","","2021-11-20T07:43:15Z","","2022-05-20T15:21:46Z","","1","CONFIRMED","REL 254 - Tribal Religions","OPAQUE"
"2021-09-17T08:00:00","2021-09-17T13:00:00","2023-11-14T20:34:34Z","","umfgc8irckr9pc75mg8vi1r70m_R20210916T120000@google.com","","2021-08-27T16:12:36Z","","2022-05-23T10:00:42Z","","3","CONFIRMED","Gigi's Daycare Work Block","OPAQUE"
"2021-09-14T08:00:00","2021-09-14T14:00:00","2023-11-14T20:34:34Z","","umfgc8irckr9pc75mg8vi1r70m@google.com","","2021-08-27T16:12:36Z","","2022-05-23T10:00:42Z","","3","CONFIRMED","Gigi's Daycare Work Block","OPAQUE"
"2021-11-08T16:30:00","2021-11-08T17:30:00","2023-11-14T20:34:34Z","","2vgei36en67vcdchrj1dfq5lvr@google.com","","2021-11-02T23:02:29Z","","2022-05-23T10:00:44Z","","1","CONFIRMED","Discrete Tutoring","OPAQUE"
"2021-07-22T23:00:00","2021-07-22T23:30:00","2023-11-14T20:34:34Z","","1t8q8vvq6v3r5jp8bmcsk37a88_R20200831T011500@google.com","","2020-04-12T01:04:35Z","","2022-05-23T10:00:45Z","","3","CONFIRMED","Nighttime Routine","OPAQUE"
"2022-05-23T14:30:00","2022-05-23T16:03:00","2023-11-14T20:34:34Z","","73gjk398ijtlmgcgjoqcrsae3r@google.com","","2022-05-23T21:06:21Z","","2022-05-23T21:06:42Z","","1","CONFIRMED","CSCI: Recitation","OPAQUE"
"2022-05-23T11:40:00","2022-05-23T14:00:00","2023-11-14T20:34:34Z","","30jlhn65k9mi9jlo316du0j18n@google.com","","2022-05-23T21:04:43Z","North Building 1001C","2022-05-23T21:07:04Z","","0","CONFIRMED","CSCI:  135 Lecture","OPAQUE"
"2022-05-23T11:40:00","2022-05-23T14:00:00","2023-11-14T20:34:34Z","","30jlhn65k9mi9jlo316du0j18n@google.com","","2022-05-23T21:04:43Z","North Building 1001C","2022-05-23T21:07:04Z","","0","CONFIRMED","CSCI:  135 Lecture","OPAQUE"
"2022-06-23","2022-06-27","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tej25iv4to6jflnngt7oblqf5mehf6rs5nkgegbqbplevlrq9sicg","mailto:csanchezgina@gmail.com","2022-05-30T20:50:08Z","Chelsea Hotel\nToronto\n+1 416-595-1975\n\nCheck-in: Jun 23, 2022 15:00\nCheck-out: Jun 26, 2022 00:00\n","2022-05-30T20:50:08Z","Chelsea Hotel, Toronto","0","CONFIRMED","Stay at Chelsea Hotel","TRANSPARENT"
"2022-06-30","2022-07-06","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tos47p2c987n4iu2d4olbip0ct6d1eosklju7o70qatmutnabdikg","mailto:csanchezgina@gmail.com","2022-05-30T23:52:01Z","Entire home/apt hosted by Anastasia\n3173 West 38th Street #1, Cleveland, OH 44109, United States\n\nCheck-in: Jun 30, 2022 16:00\nCheck-out: Jul 5, 2022 11:00\n","2022-05-30T23:52:01Z","3173 West 38th Street #1, Cleveland, OH 44109, United States","0","CONFIRMED","Stay at Entire home/apt hosted by Anastasia","TRANSPARENT"
"2022-08-25T17:30:00","2022-08-25T18:45:00","2023-11-14T20:34:34Z","","3hd38jvohe7clj4ni9iu7dtdat@google.com","","2022-06-01T19:02:17Z","W714 Shankar","2022-06-01T19:02:17Z","","0","CONFIRMED","CSCI 260","OPAQUE"
"2022-08-25T10:00:00","2022-08-25T11:15:00","2023-11-14T20:34:34Z","","4h9e13e5fluo8rr0p1134afhb9@google.com","","2022-06-01T19:08:30Z","W611 Nicolai ","2022-06-01T19:09:26Z","","1","CONFIRMED","GERMN 202","OPAQUE"
"2022-06-23T15:30:00Z","2022-06-23T17:10:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9ti6te11k7gppqq1dldrdina61qq6blhmkqul01rflk9nk391t5jpg","mailto:csanchezgina@gmail.com","2022-05-30T20:50:08Z","Air Canada flight 709\nNew York LGA 11:30 (local time) - Toronto YYZ 13:10 (local time)\n\nConfirmation number: 3FVZOZ","2022-06-23T17:17:31Z","New York LGA","0","CONFIRMED","Flight to Toronto (AC 709)","TRANSPARENT"
"2022-06-26T12:00:00Z","2022-06-26T13:31:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9t0ce8s6f3pknreh2c1g2aimudkrvts85l42tp4ep6qsiv2bqp9bug","mailto:csanchezgina@gmail.com","2022-05-30T20:50:08Z","Air Canada flight 702\nToronto YYZ 08:00 (local time) - New York LGA 09:31 (local time)\n\nConfirmation number: 3FVZOZ","2022-06-26T13:35:05Z","Toronto YYZ","0","CONFIRMED","Flight to New York (AC 702)","TRANSPARENT"
"2022-07-01T20:00:00Z","2022-07-01T21:00:00Z","2023-11-14T20:34:34Z","","6q2d7jmqksk5mu8v4g7j4frnqg@google.com","","2022-06-29T23:31:06Z","","2022-06-29T23:31:06Z","","0","CONFIRMED","QED Internship Meeting","OPAQUE"
"2022-06-30T13:00:00Z","2022-06-30T14:46:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tjbtrauj05ddrcuhb1a4oa1hm23r5e3ktr5up01stgsinpapqckq0","mailto:csanchezgina@gmail.com","2022-05-30T23:17:16Z","American Airlines flight 4590\nNew York LGA 09:00 (local time) - Cleveland CLE 10:46 (local time)\n\nConfirmation number: VUDLUL","2022-06-30T10:54:43Z","New York LGA","0","CONFIRMED","Flight to Cleveland (AA 4590)","TRANSPARENT"
"2022-07-05T17:50:00Z","2022-07-05T19:29:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9t8h9kjr1kf03ldrksqa4l1tdb10v5rmsd9gmvlqi63kmrej8840p0","mailto:csanchezgina@gmail.com","2022-05-30T23:17:16Z","American Airlines flight 4895\nCleveland CLE 13:50 (local time) - New York LGA 15:29 (local time)\n\nConfirmation number: VUDLUL","2022-07-04T18:27:44Z","Cleveland CLE","0","CONFIRMED","Flight to New York (AA 4895)","TRANSPARENT"
"2022-07-12T13:00:00Z","2022-07-12T22:00:00Z","2023-11-14T20:34:34Z","","2o80t169hlm38b6dcg4med0h59@google.com","","2022-07-11T18:35:44Z","","2022-07-11T18:35:44Z","","0","CONFIRMED","CUNY Career Connect","OPAQUE"
"2022-07-19T09:00:00","2022-07-19T17:00:00","2023-11-14T20:34:34Z","","7fdn4t33bt4cne3mbva7rm8u6q@google.com","","2022-07-20T16:35:01Z","","2022-07-20T16:35:25Z","","1","CONFIRMED","CCC - Social Media Management ","OPAQUE"
"2022-07-20T22:00:00Z","2022-07-20T23:00:00Z","2023-11-14T20:34:34Z","","3jk9pi38fhcjfp3cciq8slradh@google.com","","2022-07-20T16:34:09Z","https://www.google.com/url?q=https://us02web.zoom.us/j/81442493769?pwd%3DcTZYK1AwLy8rT2hlbVNuclFmNmpYQT09&sa=D&source=calendar&ust=1658754320073022&usg=AOvVaw2ludocH11zgoBbJvUzLq0_","2022-07-20T16:36:00Z","","0","CONFIRMED","CCC Meeting","OPAQUE"
"2022-07-28T15:00:00Z","2022-07-28T15:30:00Z","2023-11-14T20:34:34Z","mailto:lberenson@commonpointqueens.org","0cuf5eqitkq0vkebcpsqo5ppnu@google.com","mailto:csanchezgina@gmail.com;mailto:lberenson@commonpointqueens.org","2022-07-22T10:37:55Z","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-\nJoin with Google Meet: https://meet.google.com/jnr-abux-hqi\nOr dial: (US) +1 857-540-5429 PIN: 289886760#\nMore phone numbers: https://tel.meet/jnr-abux-hqi?pin=9512394622598&hs=7\n\nLearn more about Meet at: https://support.google.com/a/users/answer/9282720\n\nPlease do not edit this section.\n-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","2022-07-22T14:08:11Z","","0","CONFIRMED","Carla/lee","OPAQUE"
"2022-08-10T19:30:00Z","2022-08-10T20:30:00Z","2023-11-14T20:34:34Z","","0a8nt8r68hhcsjlb5oj76b8hl5@google.com","","2022-08-07T15:44:51Z","","2022-08-07T15:44:51Z","","0","CONFIRMED","Isabella Meeting","OPAQUE"
"2022-08-09T17:00:00Z","2022-08-09T17:15:00Z","2023-11-14T20:34:34Z","","dc14c8glpehkfe0s07sqc4b5hs@google.com","","2022-08-08T19:07:15Z","Carla Sanchez is inviting you to a scheduled Zoom meeting.\n\nJoin Zoom Meeting\nhttps://us04web.zoom.us/j/75971060577?pwd=qHTAzl07HufFQa-JP9Up6-B0GBCWLj.1\n\nMeeting ID: 759 7106 0577\nPasscode: xYafv4\n\n","2022-08-08T19:07:15Z","https://us04web.zoom.us/j/75971060577?pwd=qHTAzl07HufFQa-JP9Up6-B0GBCWLj.1","0","CONFIRMED","Carla Sanchez - Information Session","OPAQUE"
"2022-08-26T08:30:00","2022-08-26T09:45:00","2023-11-14T20:34:34Z","","42vqdrv029pucv8i4n1b95kq6v@google.com","","2022-06-01T19:07:03Z","W714 Ligorio<br><br><a href=https://www.ligoriotiziana.info/csci-235-fall-2022-course-schedule/ id=ow421 __is_owner=true>https://www.ligoriotiziana.info/csci-235-fall-2022-course-schedule/</a>","2022-08-25T19:03:51Z","","0","CONFIRMED","CSCI 235","OPAQUE"
"2022-08-23T15:00:00Z","2022-08-23T21:00:00Z","2023-11-14T20:34:34Z","","67gntg13an6mt40aj1n3eap6d1@google.com","","2022-08-25T19:09:24Z","","2022-08-25T19:09:24Z","","0","CONFIRMED","Lab 1001B Drop-in Tutoring","OPAQUE"
"2022-08-26T16:00:00Z","2022-08-26T17:00:00Z","2023-11-14T20:34:34Z","","5trf4v52skbqq1fn2uim88uo9i@google.com","","2022-08-26T12:25:01Z","","2022-08-26T12:25:01Z","","0","CONFIRMED","REU Meeting","OPAQUE"
"2022-08-30T19:00:00Z","2022-08-30T20:00:00Z","2023-11-14T20:34:34Z","","1n0lmkt4k6qm41jcajo7tuhsqr@google.com","","2022-08-29T22:35:06Z","<a href=https://www.mathopolis.com/questions/q.html?id=3004&amp;t=mif&amp;qs=3004_3005_8508_9050_9051_9052_2612_8509_9053_3006&amp;site=1&amp;ref=2f616c67656272612f73797374656d732d6c696e6561722d6571756174696f6e732d6d617472696365732e68746d6c&amp;title=536f6c76696e672053797374656d73206f66204c696e656172204571756174696f6e73205573696e67204d61747269636573 id=ow538 __is_owner=true>Mathopolis Questions</a>","2022-08-29T22:35:06Z","","0","CONFIRMED","Practice Matrix","OPAQUE"
"2022-09-01T18:00:00Z","2022-09-01T19:00:00Z","2023-11-14T20:34:34Z","","3p2rfkspsao4mk64mp38k8a2sb@google.com","","2022-08-30T14:54:25Z","","2022-08-30T14:54:25Z","","0","CONFIRMED","Graduation Check-In (Virtual)","OPAQUE"
"2022-09-07T18:00:00Z","2022-09-07T19:00:00Z","2023-11-14T20:34:34Z","","6jsudip26n7qahl04e7b1li57k@google.com","","2022-08-30T14:55:00Z","","2022-08-30T14:55:00Z","","0","CONFIRMED","Matrix Algebra Tutoring","OPAQUE"
"2022-08-31T19:00:00Z","2022-08-31T20:00:00Z","2023-11-14T20:34:34Z","","047jmlg46d100b9be7gnok7uit@google.com","","2022-08-30T20:16:57Z","<a href=https://www.mathopolis.com/questions/q.html?id=3004&amp;t=mif&amp;qs=3004_3005_8508_9050_9051_9052_2612_8509_9053_3006&amp;site=1&amp;ref=2f616c67656272612f73797374656d732d6c696e6561722d6571756174696f6e732d6d617472696365732e68746d6c&amp;title=536f6c76696e672053797374656d73206f66204c696e656172204571756174696f6e73205573696e67204d61747269636573 id=ow557 __is_owner=true>Mathopolis Questions</a>","2022-08-30T20:16:57Z","","0","CONFIRMED","Practice Matrix","OPAQUE"
"2022-08-30T10:00:00","2022-08-30T11:00:00","2023-11-14T20:34:34Z","","572j0ebpvdshrg9pbjfudt4k48@google.com","","2022-08-30T13:57:37Z","520H Hunter North (5th floor)","2022-09-03T14:31:20Z","","0","CONFIRMED","CSCI 235 Office Hours","OPAQUE"
"2022-09-08T19:30:00Z","2022-09-08T20:30:00Z","2023-11-14T20:34:34Z","","4hibf61br44mfvn2oq4f6sibqr@google.com","","2022-09-03T14:31:59Z","","2022-09-03T14:31:59Z","","0","CONFIRMED","Meeting with Prof. Shneerson","OPAQUE"
"2022-09-07T16:30:00Z","2022-09-07T17:30:00Z","2023-11-14T20:34:34Z","","063utdnumkpcfqui3kj46bm5j1@google.com","","2022-09-03T23:18:14Z"," 1119 East","2022-09-03T23:18:14Z","","0","CONFIRMED","Graduation Check with Joseline Chacon","OPAQUE"
"2022-08-30T14:00:00","2022-08-30T15:00:00","2023-11-14T20:34:34Z","","3jli3k6fcevhae4ojin4qh1qsm@google.com","","2022-09-08T12:36:52Z","520H Hunter North (5th floor)","2022-09-08T12:36:52Z","","0","CONFIRMED","CSCI 235 Office Hours","OPAQUE"
"2022-09-28T16:30:00Z","2022-09-28T17:30:00Z","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tdk0gqfpivc2isp6pbuan4va4eju1ka7temet52h7pkvsvg0l3fg0","mailto:csanchezgina@gmail.com","2022-09-13T16:57:17Z","CUNY Baccalaureate Virtual Info Session for Spring 2023 Admissions - Sep 28\n\nConfirmation number: 4549994579","2022-09-13T16:57:17Z","","0","CONFIRMED","CUNY Baccalaureate Virtual Info Session for Spring 2023 Admissions - Sep 28","TRANSPARENT"
"2022-09-22T18:00:00Z","2022-09-22T19:00:00Z","2023-11-14T20:34:34Z","","j3028c2ulfsgfo77jj62ss665c@google.com","","2022-09-15T17:58:30Z","Join from a PC, Mac, iPad, iPhone or Android device:\n    Please click this URL to join. https://www.zoomgov.com/w/1617922600?tk=xlpQ35BW9tN3VeLBtB3WKmz7HjiMks3Xxx4eNygmyEw.DQMAAAAAYG-KKBZxT2U0WDBtRFJIZTlOQjFmT25KZEZRAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&pwd=MGJYTE5YNWcyUkxRc3hpbTk5M2o1Zz09&uuid=WN_28FDx8yJQUmHUuAhYnVTUg\n    Passcode: 131590\n\nOr One tap mobile:\n    +16692545252,,1617922600#,,,,*131590# US (San Jose)\n    +16468287666,,1617922600#,,,,*131590# US (New York)\n\nOr join by phone:\n    Dial(for higher quality, dial a number based on your current location):\n        US: +1 669 254 5252  or +1 646 828 7666  or +1 551 285 1373  or +1 669 216 1590  or 833 568 8864 (Toll Free)\n    Webinar ID: 161 792 2600\n    Passcode: 131590\n    International numbers available: https://www.zoomgov.com/u/adLJbVJAyB\n\n","2022-09-15T17:58:41Z","https://www.zoomgov.com/w/1617922600?tk=xlpQ35BW9tN3VeLBtB3WKmz7HjiMks3Xxx4eNygmyEw.DQMAAAAAYG-KKBZxT2U0WDBtRFJIZTlOQjFmT25KZEZRAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&pwd=MGJYTE5YNWcyUkxRc3hpbTk5M2o1Zz09&uuid=WN_28FDx8yJQUmHUuAhYnVTUg","0","CONFIRMED","National Nuclear Security Administration Minority Serving Institutions Internship Program: Informational Session","OPAQUE"
"2022-09-23","2022-09-28","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9tphpvd6esb6cc26oj64s824mld6jk65lf6e7hb3pnrm445hss5150","mailto:csanchezgina@gmail.com","2022-08-28T00:53:49Z","The Tudor Arms Hotel Cleveland - a DoubleTree by Hilton\nCleveland\n+1 216-455-1260\n\nCheck-in: Sep 23, 2022 16:00\nCheck-out: Sep 27, 2022 11:00\n","2022-09-19T17:19:51Z","The Tudor Arms Hotel Cleveland - a DoubleTree by Hilton, Cleveland","0","CONFIRMED","Stay at The Tudor Arms Hotel Cleveland - a DoubleTree by Hilton","TRANSPARENT"
"2022-09-21T16:30:00","2022-09-21T17:30:00","2023-11-14T20:34:34Z","","088fc7sq20pt23262tt7iv7q66@google.com","","2022-09-20T14:09:03Z","","2022-09-20T14:09:03Z","","0","CONFIRMED","CSCI 235 Reserved Tutoring","OPAQUE"
"2022-09-29","2022-09-30","2023-11-14T20:34:34Z","","coqmap346gsjgbb1chgm4b9kclj3gb9p6pgm6b9g6oo34d9pcpi34c3368@google.com","","2022-09-27T17:57:34Z","","2022-09-27T17:57:34Z","","0","CONFIRMED","Simba's B day","TRANSPARENT"
"2022-10-18T18:00:00Z","2022-10-18T20:00:00Z","2023-11-14T20:34:34Z","","7f8vk3da2gn89ro0p5oi8vpuj4@google.com","","2022-10-17T17:11:00Z","<u><b>&nbsp;30 East 75th street</b></u>","2022-10-17T17:11:00Z","","0","CONFIRMED","Frick Meeting","OPAQUE"
"2022-09-06T09:00:00","2022-09-06T11:00:00","2023-11-14T20:34:34Z","","07ck15jbm8d1v7311t7g6nkd09@google.com","","2022-09-08T12:36:03Z","  Instructor: Fri 330–530 (zoom: 843 1290 4078 passcode: 375876) (in person HN-1000F)Tutors (HN-1000J):   ","2022-10-18T14:43:55Z","","2","CONFIRMED","CSCI 260 - Tutoring ","OPAQUE"
