dtstart,dtend,dtstamp,created,description,last-modified,location,sequence,status,summary
"2021-07-31T00:00:00Z","2021-07-31T02:00:00Z","2023-11-14T20:34:34Z","2021-07-22T21:58:45Z","","2021-07-22T22:00:01Z","","1","CONFIRMED","MOS: H.W"
"2021-07-25T14:00:00Z","2021-07-25T16:00:00Z","2023-11-14T20:34:34Z","2021-07-22T22:01:16Z","","2021-07-22T22:01:16Z","","0","CONFIRMED","Job Search Block"
"2021-07-25T20:00:00Z","2021-07-25T22:00:00Z","2023-11-14T20:34:34Z","2021-07-22T22:01:49Z","","2021-07-22T22:01:49Z","","0","CONFIRMED","Job Search Block"
"2021-07-25T16:00:00Z","2021-07-25T19:00:00Z","2023-11-14T20:34:34Z","2021-07-22T22:02:59Z","","2021-07-22T22:02:59Z","","0","CONFIRMED","Art Shop Work Block"
"2021-07-25T19:00:00Z","2021-07-25T20:00:00Z","2023-11-14T20:34:34Z","2021-07-22T22:03:47Z","","2021-07-22T22:03:47Z","","0","CONFIRMED","Sit-down Lunch"
"2021-07-25T22:00:00Z","2021-07-25T23:00:00Z","2023-11-14T20:34:34Z","2021-07-22T22:05:06Z","","2021-07-22T22:05:06Z","","0","CONFIRMED","Hospice: Planning/Prep"
"2021-07-24T15:00:00Z","2021-07-24T16:00:00Z","2023-11-14T20:34:34Z","2021-07-22T21:36:38Z","","2021-07-22T22:05:41Z","","0","CONFIRMED","German Study Block"
"2021-07-25T23:00:00Z","2021-07-26T00:00:00Z","2023-11-14T20:34:34Z","2021-07-22T22:06:02Z","","2021-07-22T22:06:02Z","","0","CONFIRMED","German Study Block"
"2021-07-26T18:30:00","2021-07-26T21:30:00","2023-11-14T20:34:34Z","2021-07-22T21:50:25Z","","2021-07-22T22:41:24Z","","0","CONFIRMED","MOS: Lecture"
"2021-07-26T21:30:00","2021-07-26T23:00:00","2023-11-14T20:34:34Z","2021-07-22T21:57:32Z","","2021-07-22T22:41:29Z","","0","CONFIRMED","Leisure Time"
"2021-07-26T16:00:00","2021-07-26T18:00:00","2023-11-14T20:34:34Z","2021-07-22T21:52:50Z","","2021-07-22T22:41:35Z","","1","CONFIRMED","German: Study Block"
"2021-07-23T08:00:00","2021-07-23T15:00:00","2023-11-14T20:34:34Z","2021-07-22T19:19:26Z","","2021-07-22T22:41:46Z","","1","CONFIRMED","Gigi's Daycare Work Block"
"2021-07-23T15:00:00","2021-07-23T16:00:00","2023-11-14T20:34:34Z","2021-07-22T19:20:24Z","","2021-07-22T22:41:53Z","","1","CONFIRMED","Checkpoint:  Sit-down Meal"
"2021-07-27T16:00:00","2021-07-27T18:00:00","2023-11-14T20:34:34Z","2021-07-22T21:54:10Z","","2021-07-22T22:41:59Z","","0","CONFIRMED","Calculus: Study Block"
"2020-04-18T12:00:00","2020-04-18T13:30:00","2023-11-14T20:34:34Z","2020-04-12T01:07:37Z","","2021-07-22T22:44:14Z","","0","CONFIRMED","Lunch"
"2021-07-24T12:00:00","2021-07-24T13:30:00","2023-11-14T20:34:34Z","2020-04-12T01:07:37Z","","2021-07-22T22:44:14Z","","0","CONFIRMED","Sit-down Lunch"
"2020-04-18T13:30:00","2020-04-18T17:30:00","2023-11-14T20:34:34Z","2020-04-12T01:08:00Z","","2021-07-22T22:44:19Z","","1","CONFIRMED","Digital Art: Work Block"
"2021-07-31T13:30:00","2021-07-31T17:30:00","2023-11-14T20:34:34Z","2020-04-12T01:08:00Z","","2021-07-22T22:44:19Z","","1","CONFIRMED","Digital Art Work Block"
"2021-07-24T19:15:00","2021-07-24T23:00:00","2023-11-14T20:34:34Z","2020-04-12T01:08:48Z","","2021-07-22T22:44:27Z","","2","CONFIRMED","Leisure Time"
"2021-07-22T21:30:00Z","2021-07-22T23:00:00Z","2023-11-14T20:34:34Z","2021-07-22T21:27:26Z","","2021-07-22T22:49:42Z","","2","CONFIRMED","Scheduling, planning for next week/Fall"
"2021-07-22T19:00:00","2021-07-22T20:00:00","2023-11-14T20:34:34Z","2021-07-22T19:29:29Z","","2021-07-22T22:49:55Z","","2","CONFIRMED","Sit-down Dinner"
"2021-07-26T21:45:00","2021-07-26T22:45:00","2023-11-14T20:34:34Z","2021-07-22T19:29:29Z","","2021-07-22T22:49:55Z","","2","CONFIRMED","Sit-down Dinner"
"2021-07-28T21:30:00","2021-07-28T22:30:00","2023-11-14T20:34:34Z","2021-07-22T19:29:29Z","","2021-07-22T22:49:55Z","","2","CONFIRMED","Sit-down Dinner"
"2021-07-23T20:00:00Z","2021-07-23T23:00:00Z","2023-11-14T20:34:34Z","2021-07-22T19:22:42Z","","2021-07-22T22:51:00Z","","3","CONFIRMED","M.O.S Homework/TestPrep"
"2021-07-22T23:00:00Z","2021-07-23T03:00:00Z","2023-11-14T20:34:34Z","2021-07-22T22:51:29Z","","2021-07-22T22:51:52Z","","2","CONFIRMED","Leisure Time"
"2021-09-22T00:00:00Z","2021-09-22T01:00:00Z","2023-11-14T20:34:34Z","2021-08-11T23:12:18Z","","2021-08-11T23:12:18Z","","0","CONFIRMED","Soccer Mommy Show"
"2021-10-14T23:00:00Z","2021-10-15T00:00:00Z","2023-11-14T20:34:34Z","2021-08-11T23:13:35Z","","2021-08-11T23:13:35Z","","0","CONFIRMED","Japanese Breakfast Show"
"2022-02-18T00:00:00Z","2022-02-18T01:00:00Z","2023-11-14T20:34:34Z","2021-08-11T23:14:20Z","","2021-08-11T23:14:20Z","","0","CONFIRMED","The Marias Show"
"2021-08-24T16:00:00Z","2021-08-24T22:00:00Z","2023-11-14T20:34:34Z","2021-08-23T20:45:00Z","Join from a PC, Mac, iPad, iPhone or Android device:\n    Please click this URL to join. https://infobase.zoom.us/w/99671956995?tk=bbWo9kSsYczmp5rLxV-e4cbo_GKUSJuXbPidAqHvrcs.DQMAAAAXNOleAxZuNUc0YkZ6U1M0LVFENHk0MG9qYmtnAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&uuid=WN_Zq86gzEXSPeARW62PZtVkw\nDescription: Join us at 12pm ET during the Women in STEM Career Fair for a featured Fireside Chat with Maya Ajmera, President and CEO of Society for Science and Publisher of its award-winning magazine, Science News. Founded in 1921, the Society works to promote the understanding and appreciation of science and the vital role it plays in human advancement and is best known for its world-class science competitions, including the Regeneron Science Talent Search, Regeneron International Science and Engineering Fair, and Broadcom MASTERS.\n\nMaya is the recipient of the 2020 National Science Board Public Service Award, recognized for her tremendous contribution to increasing the public’s understanding of science and engineering. Maya is also a recipient of the Henry Crown Fellowship at the Aspen Institute, the Echoing Green Fellowship, the William C. Friday Fellowship for Human Relations, and the Rotary International Graduate Fellowship.\n\nThen, at 3pm ET join us for a panel discussion where we will be breaking Beyond the Glass Ceiling. Panelists from Infosys Foundation USA, Trinity Life Sciences, Holland & Hart LLP and Instrumental will be in attendance. We will be discussing how to navigate the interview process, negotiating offers and Diversity, Equity, and Inclusion.\n\nOur panelists include:\nKatherine Maloney, Executive Director at Infosys Foundation USA\nAlessa Moscoco, Associate Director DEI at Trinity Life Sciences\nLeah Villarreal, Patent Agent at Holland & Hart LLP\nAnna-Katrina Shedletsky, CEO and Founder of Instrumental\n\nOr One tap mobile:\n    +16468769923,,99671956995# US (New York)\n    +13126266799,,99671956995# US (Chicago)\n\nOr join by phone:\n    Dial(for higher quality, dial a number based on your current location):\n        US: +1 646 876 9923  or +1 312 626 6799  or +1 301 715 8592  or +1 346 248 7799  or +1 408 638 0968  or +1 669 900 6833  or +1 253 215 8782 \n    Webinar ID: 996 7195 6995\n    International numbers available: https://infobase.zoom.us/u/acuVUwCaPp\n\n","2021-08-23T20:45:56Z","https://infobase.zoom.us/w/99671956995?tk=bbWo9kSsYczmp5rLxV-e4cbo_GKUSJuXbPidAqHvrcs.DQMAAAAXNOleAxZuNUc0YkZ6U1M0LVFENHk0MG9qYmtnAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&uuid=WN_Zq86gzEXSPeARW62PZtVkw","0","CONFIRMED","Women in STEM Career Fair"
"2021-08-25T13:00:00Z","2021-08-25T14:00:00Z","2023-11-14T20:34:34Z","2021-08-23T20:54:23Z","","2021-08-23T20:54:23Z","","0","CONFIRMED","Physical Therapy"
"2021-03-06","2021-03-07","2023-11-14T20:34:34Z","2020-02-03T21:27:53Z","","2021-08-27T16:18:44Z","","3","CONFIRMED","Sticky Bunton"
"2021-08-31T17:45:00Z","2021-08-31T19:45:00Z","2023-11-14T20:34:34Z","2021-08-29T17:25:24Z","","2021-08-29T17:26:22Z","","1","CONFIRMED","Study Block"
"2021-08-31T17:00:00Z","2021-08-31T17:45:00Z","2023-11-14T20:34:34Z","2021-08-29T17:26:36Z","","2021-08-29T17:26:45Z","","0","CONFIRMED","Sit-down Meal"
"2021-08-30T19:30:00Z","2021-08-30T21:30:00Z","2023-11-14T20:34:34Z","2021-08-29T17:25:00Z","","2021-08-29T17:27:06Z","","2","CONFIRMED","Study Block"
"2021-08-30T18:30:00Z","2021-08-30T19:30:00Z","2023-11-14T20:34:34Z","2021-08-29T17:27:16Z","","2021-08-29T17:27:27Z","","3","CONFIRMED","Sit-down Meal"
"2021-09-01T17:00:00Z","2021-09-01T17:45:00Z","2023-11-14T20:34:34Z","2021-08-29T17:27:52Z","","2021-08-29T17:27:52Z","","0","CONFIRMED","Sit-down Meal"
"2021-09-02T18:30:00Z","2021-09-02T19:30:00Z","2023-11-14T20:34:34Z","2021-08-29T17:28:46Z","","2021-08-29T17:28:46Z","","0","CONFIRMED","Sit-down Meal"
"2021-09-03T18:00:00Z","2021-09-03T19:00:00Z","2023-11-14T20:34:34Z","2021-08-29T17:29:26Z","","2021-08-29T17:29:26Z","","0","CONFIRMED","Sit-down Meal"
"2021-09-04T19:00:00Z","2021-09-04T20:00:00Z","2023-11-14T20:34:34Z","2021-08-29T17:29:54Z","","2021-08-29T17:29:54Z","","0","CONFIRMED","Sit-down Meal"
"2021-08-30T08:00:00","2021-08-30T12:00:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-08-29T17:30:46Z","","0","CONFIRMED","Gigi's Daycare Work Block"
"2021-08-30T08:00:00","2021-08-30T12:00:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-08-29T17:30:46Z","","0","CONFIRMED","Gigi's Daycare Work Block"
"2021-09-04T20:00:00Z","2021-09-05T00:00:00Z","2023-11-14T20:34:34Z","2021-08-29T17:31:15Z","","2021-08-29T17:31:18Z","","0","CONFIRMED","Study Block"
"2021-09-02T19:45:00Z","2021-09-03T00:00:00Z","2023-11-14T20:34:34Z","2021-08-29T17:25:51Z","","2021-08-29T17:31:20Z","","5","CONFIRMED","Study Block"
"2021-08-31T21:00:00Z","2021-09-01T00:00:00Z","2023-11-14T20:34:34Z","2021-08-29T17:25:39Z","","2021-08-29T17:31:22Z","","0","CONFIRMED","Study Block"
"2021-09-01T20:00:00Z","2021-09-01T21:30:00Z","2023-11-14T20:34:34Z","2021-08-29T17:31:43Z","","2021-08-29T17:31:56Z","","2","CONFIRMED","Study Block"
"2021-09-01T17:45:00Z","2021-09-01T19:00:00Z","2023-11-14T20:34:34Z","2021-08-29T17:32:43Z","","2021-08-29T17:32:47Z","","1","CONFIRMED","Study Block"
"2021-09-03T20:00:00Z","2021-09-04T00:00:00Z","2023-11-14T20:34:34Z","2021-08-29T17:32:59Z","","2021-08-29T17:33:02Z","","0","CONFIRMED","Study Block"
"2021-08-29T16:45:00Z","2021-08-29T23:00:00Z","2023-11-14T20:34:34Z","2021-08-29T18:01:44Z","","2021-08-29T18:01:44Z","","0","CONFIRMED","Prep"
"2021-09-02T18:30:00Z","2021-09-02T19:30:00Z","2023-11-14T20:34:34Z","2021-08-30T19:28:22Z","","2021-08-30T19:28:23Z","","1","CONFIRMED","Girls who code Online Event"
"2021-09-09T22:00:00Z","2021-09-09T23:00:00Z","2023-11-14T20:34:34Z","2021-08-30T19:32:48Z","","2021-08-30T19:32:48Z","","0","CONFIRMED","MOS Re-test"
"2021-09-13T19:00:00Z","2021-09-13T20:00:00Z","2023-11-14T20:34:34Z","2021-08-30T20:22:13Z","","2021-08-30T20:22:13Z","","0","CONFIRMED","Resume Meeting"
"2021-08-30T23:00:00Z","2021-08-31T00:00:00Z","2023-11-14T20:34:34Z","2021-08-29T17:32:12Z","","2021-08-30T23:44:32Z","","0","CONFIRMED","Study Block"
"2021-09-01T23:00:00Z","2021-09-02T00:00:00Z","2023-11-14T20:34:34Z","2021-08-29T17:32:24Z","","2021-08-30T23:44:42Z","","0","CONFIRMED","Study Block"
"2021-09-15T17:30:00Z","2021-09-15T18:30:00Z","2023-11-14T20:34:34Z","2021-09-02T21:50:03Z","","2021-09-02T21:50:19Z","","0","CONFIRMED","Internships 101"
"2021-09-09T18:00:00Z","2021-09-09T19:00:00Z","2023-11-14T20:34:34Z","2021-09-07T21:17:53Z","","2021-09-07T21:17:53Z","","0","CONFIRMED","Covenant House Onboarding Session"
"2021-09-09T17:00:00Z","2021-09-09T18:30:00Z","2023-11-14T20:34:34Z","2021-09-08T17:32:41Z","<p>How do I get involved in the ecosystem of independent auditing of AI Systems?</p>\n<p>Host/ Moderator: Arzu Ulusoy Shipstone</p>\n<p>This session is designed to help people to get involved in the ecosystem of independent auditing and bring a panel of ForHumanity Fellows to answer questions from the floor. It is open to all attendees and aim to provide a great networking and Q&amp;A platform for all conference participants. At the end of the session, Arzu will bring the conference to a close with reflections from panellists, moderator and audience.</p>","2021-09-08T17:32:41Z","https://forhumanity.hubilo.com/","0","CONFIRMED","Plugging- In AT=>GO"
"2021-08-31T08:00:00","2021-08-31T12:00:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-09-09T22:06:03Z","","3","CONFIRMED","Gigi's Daycare Work Block"
"2021-09-02T08:00:00","2021-09-02T11:00:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-09-09T22:06:03Z","","3","CONFIRMED","Gigi's Daycare Work Block"
"2021-09-03T08:00:00","2021-09-03T13:00:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-09-09T22:06:03Z","","3","CONFIRMED","Gigi's Daycare Work Block"
"2021-09-09T08:00:00","2021-09-09T11:00:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-09-09T22:06:03Z","","3","CONFIRMED","Gigi's Daycare Work Block"
"2021-09-16T08:00:00","2021-09-16T11:00:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-09-09T22:06:03Z","","3","CONFIRMED","Gigi's Daycare Work Block"
"2021-08-27T15:45:00","2021-08-27T17:00:00","2023-11-14T20:34:34Z","2021-07-22T22:44:04Z","","2021-09-13T01:49:24Z","","0","CONFIRMED","PHILO: Lecture"
"2021-08-31T15:45:00","2021-08-31T17:00:00","2023-11-14T20:34:34Z","2021-07-22T22:44:04Z","","2021-09-13T01:49:24Z","","1","CONFIRMED","PHILO: Lecture"
"2021-09-16T20:30:00Z","2021-09-16T21:30:00Z","2023-11-14T20:34:34Z","2021-09-14T22:59:21Z","","2021-09-14T22:59:21Z","","0","CONFIRMED","Pick-up Hotspot"
"2021-08-30T17:30:00","2021-08-30T21:30:00","2023-11-14T20:34:34Z","2021-09-01T17:53:11Z","","2021-09-14T23:06:17Z","","0","CONFIRMED","German Tutoring Availible"
"2021-09-15T17:30:00","2021-09-15T21:30:00","2023-11-14T20:34:34Z","2021-09-01T17:53:11Z","","2021-09-14T23:06:30Z","","1","CONFIRMED","German Tutoring Availible"
"2021-09-21T21:00:00Z","2021-09-21T22:00:00Z","2023-11-14T20:34:34Z","2021-09-17T18:45:19Z","","2021-09-17T18:45:19Z","","0","CONFIRMED","Discrete Math Tutoring Available "
"2021-09-01T15:00:00","2021-09-01T16:00:00","2023-11-14T20:34:34Z","2021-08-27T16:14:08Z","","2021-09-17T18:45:24Z","","0","CONFIRMED","Discrete Math Tutoring Available "
"2021-09-27T20:30:00Z","2021-09-27T21:30:00Z","2023-11-14T20:34:34Z","2021-09-21T21:55:46Z","","2021-09-21T21:55:46Z","","0","CONFIRMED","Discrete Tutoring Scheduled"
"2021-09-28T21:00:00Z","2021-09-28T22:00:00Z","2023-11-14T20:34:34Z","2021-09-21T21:58:55Z","","2021-09-21T21:58:56Z","","0","CONFIRMED","Discrete Tutoring Scheduled"
"2021-10-04T20:30:00Z","2021-10-04T21:30:00Z","2023-11-14T20:34:34Z","2021-09-21T22:01:53Z","","2021-09-21T22:01:53Z","","0","CONFIRMED","Discrete Tutoring Scheduled"
"2021-10-18T20:30:00Z","2021-10-18T21:30:00Z","2023-11-14T20:34:34Z","2021-09-21T22:02:54Z","","2021-09-21T22:02:54Z","","0","CONFIRMED","Discrete Tutoring Scheduled"
"2021-10-01T21:30:00Z","2021-10-01T22:30:00Z","2023-11-14T20:34:34Z","2021-09-26T16:48:08Z","","2021-09-26T16:48:08Z","","0","CONFIRMED","Dinner with Ash/Anthony/Joel"
"2021-10-09","2021-10-10","2023-11-14T20:34:34Z","2021-09-26T16:49:43Z","","2021-09-26T16:49:43Z","","0","CONFIRMED","COMIC CON"
"2021-11-19","2021-11-20","2023-11-14T20:34:34Z","2021-09-26T16:57:32Z","","2021-09-26T16:57:32Z","","0","CONFIRMED","ANIME NYC"
"2021-10-09T14:00:00Z","2021-10-09T15:00:00Z","2023-11-14T20:34:34Z","2021-09-26T17:05:18Z","","2021-09-26T17:05:18Z","","0","CONFIRMED","Pay Quicksilver"
"2021-10-28T22:00:00Z","2021-10-29T00:00:00Z","2023-11-14T20:34:34Z","2021-09-27T21:34:28Z","","2021-09-28T00:47:08Z","","1","CONFIRMED","Technology Careers at American Express: An Inside View"
"2021-10-04T19:00:00Z","2021-10-04T20:00:00Z","2023-11-14T20:34:34Z","2021-09-29T14:03:23Z","&nbsp; &nbsp;<a href=https://zoom.us/j/6753133811 id=ow570 __is_owner=true>https://zoom.us/j/6753133811</a>&nbsp;talking to Wayne","2021-09-29T14:04:06Z","","0","CONFIRMED"," CodePath Resume Review "
"2021-12-01","2021-12-02","2023-11-14T20:34:34Z","2021-09-29T18:47:58Z","","2021-09-29T18:47:58Z","","0","CONFIRMED","Responsible Tech Summit"
"2021-09-30T19:00:00Z","2021-09-30T20:00:00Z","2023-11-14T20:34:34Z","2021-09-26T21:45:34Z","","2021-09-29T19:28:19Z","","1","CONFIRMED","Statistics Tutoring Scheduled"
"2021-10-04T02:00:00Z","2021-10-04T02:30:00Z","2023-11-14T20:34:34Z","2021-10-04T01:54:29Z","Carla Sanchez is inviting you to a scheduled Zoom meeting.<br><br>Join Zoom Meeting<br><a href=https://us04web.zoom.us/j/79018488057?pwd=WmNTTFFVMWV0Z3U0MUJKamlKUWY0UT09>https://us04web.zoom.us/j/79018488057?pwd=WmNTTFFVMWV0Z3U0MUJKamlKUWY0UT09</a><br><br>Meeting ID: 790 1848 8057<br>Passcode: HPpce2","2021-10-04T01:54:42Z","https://us04web.zoom.us/j/79018488057?pwd=WmNTTFFVMWV0Z3U0MUJKamlKUWY0UT09","0","CONFIRMED","Carla Sanchez's Zoom Meeting"
"2021-10-05T14:00:00Z","2021-10-05T15:00:00Z","2023-11-14T20:34:34Z","2021-10-04T06:06:59Z","","2021-10-04T06:06:59Z","","0","CONFIRMED","Rockowitz Writing Center Tutoring"
"2021-10-07T18:00:00Z","2021-10-07T19:00:00Z","2023-11-14T20:34:34Z","2021-10-05T00:06:00Z","","2021-10-05T00:06:00Z","","0","CONFIRMED","Jaime's Office Hours"
"2021-10-14","2021-10-15","2023-11-14T20:34:34Z","2021-10-05T21:27:46Z","","2021-10-05T21:27:46Z","","0","CONFIRMED","CSCI MIDTERM"
"2021-10-16","2021-10-17","2023-11-14T20:34:34Z","2021-10-05T21:28:02Z","","2021-10-05T21:28:02Z","","0","CONFIRMED","STATS MIDTERM"
"2021-10-15T22:00:00Z","2021-10-15T22:30:00Z","2023-11-14T20:34:34Z","2021-10-15T21:21:15Z","Carla Sanchez is inviting you to a scheduled Zoom meeting.\n\nJoin Zoom Meeting\nhttps://us04web.zoom.us/j/75027098805?pwd=cjhtY3BtZGpCNUtqZEQray9lYnFMdz09\n\nMeeting ID: 750 2709 8805\nPasscode: 7FS5jE\n\n","2021-10-15T21:21:15Z","https://us04web.zoom.us/j/75027098805?pwd=cjhtY3BtZGpCNUtqZEQray9lYnFMdz09","0","CONFIRMED","Stat Study Session"
"2021-10-17T15:00:00Z","2021-10-17T16:00:00Z","2023-11-14T20:34:34Z","2021-10-16T22:02:32Z","<p>Meeting ID: 970 4266 7006</p><p>Passcode: 973410</p><p><br></p><p>Sprinternship Meeting:</p><p><br></p><p>https://urldefense.proofpoint.com/v2/url?u=https-3A__cornell.zoom.us_j_97042667006-3Fpwd-3DU284b1JzdTNmK1BLYWJzMlFucm9IUT09&amp;d=DwMFAg&amp;c=mRWFL96tuqj9V0Jjj4h40ddo0XsmttALwKjAEOCyUjY&amp;r=ycKthRMbMUFPmS0pb70QTb13yX3JHgdNpy7hg4X8MYHOO6ZdnrJPDsvSajM1irlE&amp;m=MAuv71X2HEOgui7v28x0DscdYgYxfRxUoeY0Cb6OT1g&amp;s=broTtM4acabZFB11QsBteYpOBfmi3bheettYATN5XrY&amp;e=</p>","2021-10-16T22:02:44Z","","0","CONFIRMED","Sprinternship Pre-Match Event"
"2021-10-22T19:00:00Z","2021-10-22T20:00:00Z","2023-11-14T20:34:34Z","2021-10-16T22:19:05Z","","2021-10-16T22:19:05Z","","0","CONFIRMED","Discrete Tutoring Scheduled"
"2021-10-22T21:00:00Z","2021-10-23T00:30:00Z","2023-11-14T20:34:34Z","2021-10-17T19:21:46Z","","2021-10-17T19:21:55Z","","1","CONFIRMED","Study Block"
"2021-10-21T21:00:00Z","2021-10-22T00:30:00Z","2023-11-14T20:34:34Z","2021-10-17T19:21:24Z","","2021-10-17T19:22:00Z","","1","CONFIRMED","Study Block"
"2021-10-19T21:30:00Z","2021-10-20T01:00:00Z","2023-11-14T20:34:34Z","2021-10-17T19:29:28Z","","2021-10-17T19:29:43Z","","0","CONFIRMED","Study Block"
"2021-10-21T20:00:00Z","2021-10-21T21:00:00Z","2023-11-14T20:34:34Z","2021-10-17T19:36:02Z","<p><b>Match Event, Thursday, October 21st, 4pm-6pm</b></p><p>The match event will run similar to a career fair, just virtually. From your computer, utilizing the platform&nbsp;<a href=https://urldefense.proofpoint.com/v2/url?u=https-3A__www.brazen.com_&amp;d=DwMFAg&amp;c=mRWFL96tuqj9V0Jjj4h40ddo0XsmttALwKjAEOCyUjY&amp;r=ycKthRMbMUFPmS0pb70QTb13yX3JHgdNpy7hg4X8MYHOO6ZdnrJPDsvSajM1irlE&amp;m=MAuv71X2HEOgui7v28x0DscdYgYxfRxUoeY0Cb6OT1g&amp;s=28Ro5MN9R9LpoQgWG_gedQBQe2NbBa0iYHyg6PLy4R4&amp;e=>Brazen</a>, you will be able to go booth-to-booth and meet with the employers. While this is not an interview (in the sense of whether or not you get to participate in Sprinternship), this does give you and the employers the opportunity to meet each other beforehand and see if you will be a good fit together. After the event employers and students (even those who were not able to attend) will be allowed to submit preferences. While we will do our best to match accordingly, but we cannot guarantee preferences will be met.&nbsp;<i>Do not sign-up for a Brazen account beforehand. We will give you the needed information at the pre-match event.</i></p><p><br></p>","2021-10-17T19:38:30Z","","0","CONFIRMED","Sprinternship Match Event"
"2021-10-28T21:00:00Z","2021-10-28T22:00:00Z","2023-11-14T20:34:34Z","2021-10-18T18:53:10Z","","2021-10-18T18:53:10Z","","0","CONFIRMED","Verizon Career Roadshow"
"2021-10-26T21:00:00Z","2021-10-26T23:00:00Z","2023-11-14T20:34:34Z","2021-10-23T15:39:18Z","","2021-10-23T15:39:18Z","","0","CONFIRMED","Building Login w/ Fatima"
"2021-10-25T20:30:00Z","2021-10-25T21:45:00Z","2023-11-14T20:34:34Z","2021-10-25T18:21:51Z","","2021-10-25T18:21:51Z","","0","CONFIRMED","Discrete Math Tutoring"
"2021-10-28T22:00:00Z","2021-10-28T23:00:00Z","2023-11-14T20:34:34Z","2021-10-28T18:15:54Z","","2021-10-28T18:15:54Z","","0","CONFIRMED","Meet w/ Fatima"
"2021-11-08T16:00:00Z","2021-11-08T17:00:00Z","2023-11-14T20:34:34Z","2021-10-29T21:52:49Z","","2021-10-29T21:52:49Z","Thomas Hunter 401","0","CONFIRMED","Student Career Internship Meeting"
"2021-11-04T20:00:00Z","2021-11-04T21:00:00Z","2023-11-14T20:34:34Z","2021-11-02T23:00:01Z","","2021-11-02T23:00:01Z","","0","CONFIRMED","Statistics Tutoring "
"2021-11-09T16:30:00","2021-11-09T17:30:00","2023-11-14T20:34:34Z","2021-11-02T23:02:29Z","","2021-11-02T23:02:29Z","","0","CONFIRMED","Discrete Tutoring"
"2021-11-05T20:00:00Z","2021-11-05T21:00:00Z","2023-11-14T20:34:34Z","2021-11-02T23:05:24Z","","2021-11-02T23:05:24Z","","0","CONFIRMED","Discrete Tutoring"
"2021-11-15T21:30:00Z","2021-11-15T22:30:00Z","2023-11-14T20:34:34Z","2021-11-02T23:10:57Z","","2021-11-02T23:10:57Z","","0","CONFIRMED","Discrete Tutoring"
"2021-11-11T21:30:00Z","2021-11-11T22:00:00Z","2023-11-14T20:34:34Z","2021-11-02T23:17:21Z","","2021-11-02T23:17:21Z","Office of Advising","0","CONFIRMED","Academic Advising"
"2021-11-05T21:00:00Z","2021-11-05T22:00:00Z","2023-11-14T20:34:34Z","2021-11-05T18:55:29Z","","2021-11-05T18:55:29Z","","0","CONFIRMED","Codepath Meeting"
"2021-11-12T22:30:00Z","2021-11-13T00:00:00Z","2023-11-14T20:34:34Z","2021-11-08T18:34:28Z","","2021-11-08T18:34:28Z","","0","CONFIRMED","Gaming Workshop"
"2021-11-09T23:30:00Z","2021-11-10T00:30:00Z","2023-11-14T20:34:34Z","2021-11-09T19:03:24Z","","2021-11-09T19:03:32Z","","1","CONFIRMED","Story Meeting"
"2021-11-13T16:00:00Z","2021-11-13T17:00:00Z","2023-11-14T20:34:34Z","2021-11-13T15:44:36Z","","2021-11-13T15:44:36Z","","0","CONFIRMED","Meeting w/ Echos team"
"2021-11-18T22:00:00Z","2021-11-18T22:45:00Z","2023-11-14T20:34:34Z","2021-11-17T20:19:54Z","","2021-11-17T20:20:01Z","","1","CONFIRMED","CoC Annual Evaluation - Planning "
"2021-09-20T08:00:00","2021-09-20T12:00:00","2023-11-14T20:34:34Z","2021-09-09T22:06:18Z","","2021-11-20T07:27:47Z","","0","CONFIRMED","Gigi's Daycare Work Block"
"2021-09-13T10:00:00","2021-09-13T14:00:00","2023-11-14T20:34:34Z","2021-09-08T20:14:29Z","","2021-11-20T07:27:52Z","","0","CONFIRMED","Purple Apron Pantry Open"
"2021-08-30T13:10:00","2021-08-30T14:25:00","2023-11-14T20:34:34Z","2021-08-29T17:05:16Z","","2021-11-20T07:27:58Z","","0","CONFIRMED","CSCI 150: Lecture"
"2021-07-25T09:00:00","2021-07-25T10:00:00","2023-11-14T20:34:34Z","2021-07-22T21:56:17Z","","2021-11-20T07:28:03Z","","0","CONFIRMED","Sit-down Breakfast"
"2021-09-21T08:00:00","2021-09-21T12:00:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-11-20T07:28:18Z","","4","CONFIRMED","Gigi's Daycare Work Block"
"2021-09-28T08:00:00","2021-09-28T14:00:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-11-20T07:28:18Z","","4","CONFIRMED","Gigi's Daycare Work Block"
"2021-11-02T08:00:00","2021-11-02T14:45:00","2023-11-14T20:34:34Z","2021-08-27T16:12:36Z","","2021-11-20T07:28:18Z","","4","CONFIRMED","Gigi's Daycare Work Block"
